Profile Pic,Nums/Length Username,Full Name Words,Bio Length,External Url,Private,Verified,Business,#Posts,#Followers,#Following,Fake,Username
1,0,3,148,1,0,1,1,15189,16232745,728,0,houseofhighlights
1,0,2,110,1,0,1,1,2844,1091449,762,0,giuliasalemi
1,0,2,110,0,0,1,0,1312,1448840,703,0,alecattelan
1,0,1,31,1,1,0,0,89,1034,876,0,alissfranzini
1,0,1,0,0,1,0,0,163,3267,636,0,sofia_gere
1,0,2,13,0,1,0,0,40,951,454,0,silviabizzarri_
1,0,1,0,0,1,0,0,52,775,401,0,guidolandini
1,0,2,12,1,0,1,0,390,2903831,391,0,danielricciardo
1,0,2,26,1,0,1,0,243,5427847,100,0,elettramiuralamborghini
1,0,2,103,1,0,1,0,5404,6287397,484,0,wanda_icardi
1,0,2,0,0,0,1,0,1116,600358,16,0,michaelkeatondouglas
1,0,3,0,0,0,0,0,47,7685,2217,0,stefaniaridii
1,0,3,49,0,0,0,0,37,706,308,0,raeccelina
1,0,2,29,0,1,0,0,3,545,434,0,mattia.ricucci
1,0,2,81,1,0,1,0,479,860378,234,0,mickschumacher
1,0.5,2,76,1,0,1,1,8762,9034441,53,0,f1
1,0,1,0,1,0,1,0,4948,64089784,2174,0,champagnepapi
1,0,2,44,1,0,0,0,69,640,617,0,allefanti
1,0,1,63,1,0,0,1,2276,193564,989,0,lagiornatatipo
1,0,4,64,0,1,0,0,84,412,668,0,riccardozirri
1,0,2,128,0,0,0,1,153,2133,1686,0,borsivisuals
1,0,1,17,0,0,0,0,57,680,627,0,_mattiaporta_
1,0,3,148,0,1,0,0,2755,1826028,557,0,ubriachifannocose
1,0,1,39,0,1,0,0,178,1785,945,0,francesca.bontempi
1,0,2,2,0,1,0,0,25,1936,1475,0,giuliaazurlo
1,0,2,0,0,0,1,0,1982,61400037,329,0,kingjames
1,0,2,91,1,0,1,1,28121,12349995,574,0,bleacherreport
1,0,1,124,1,0,1,1,29969,16175149,278,0,sportscenter
1,0,2,129,1,0,1,1,766,6811341,82,0,patrice.evra
1,0,2,99,1,0,0,0,35,92322,34,0,ingegnere_king
1,0,2,3,0,1,0,0,151,726,485,0,alessiaciardo_
1,0,2,99,1,0,0,1,8,90107,27,0,yellowbet_
1,0,2,0,0,1,0,0,77,523,362,0,laura_vigevani
1,0,2,0,0,1,0,0,4,336,297,0,betlemmee
1,0,2,43,0,1,0,0,121,740,514,0,camilla_cotti_
1,0,1,39,0,1,0,0,196,681,687,0,sigma.bi
1,0,1,105,1,0,0,1,170,1331,879,0,greta_micheli
1,0,2,111,1,0,0,1,37,785,702,0,davidefantuzziproduction
1,0,1,37,1,0,1,1,2758,16285128,1306,0,dwyanewade
1,0,5,84,0,0,1,0,2771,4250891,365,0,dimitrivegasandlikemike
1,0,2,17,0,1,0,0,195,892,974,0,alex__romeo
1,0,1,0,0,1,0,0,74,290,293,0,ileana.mazzieri
1,0,1,0,0,1,0,0,48,1686,1083,0,giulia_arduini
1,0,2,111,0,0,0,0,637,139727,535,0,mirkocisco
1,0,2,0,0,0,0,0,20,651,941,0,lorenzoghillani
1,0,2,27,0,1,0,0,58,1181,469,0,martina_frati
1,0.077,2,40,0,0,0,1,118,3516,1020,0,violaverdini1
1,0,2,0,1,0,1,0,870,6936911,1126,0,gwynethpaltrow
1,0,1,22,1,0,1,1,1877,103488,156,0,iuter
1,0,2,0,0,1,0,0,41,306,402,0,camillapinardi
1,0,1,52,0,1,0,0,226,1739,718,0,sofiacoruzzi
1,0,2,6,0,1,0,0,1,203,231,0,gianmarco.pazzoni
1,0.091,1,27,0,1,0,0,14,90,72,0,5s_copatori
0,0,2,35,0,0,0,1,27,1316,909,0,alessiagiacomelli_
1,0,4,105,1,0,1,0,801,599879,455,0,jordhammond
1,0,2,24,0,0,1,0,1298,36670304,840,0,gal_gadot
1,0.167,2,116,0,0,0,0,103,320,265,0,duke_bello98
1,0,2,26,0,1,0,0,5,202,355,0,chad.sebapicchi
1,0,1,71,0,1,0,0,105,4475,2068,0,giuliasonciniii
1,0,1,67,0,0,0,1,76,9239,2160,0,giadasoncinii
1,0,2,31,1,0,1,0,260,1808431,29,0,kimimatiasraikkonen
1,0,2,0,0,1,0,0,143,1334,770,0,lucrezia_carra
1,0,3,32,0,1,0,0,78,1586,799,0,alice.amoretti
1,0,2,35,0,0,0,1,333,3467,636,0,elisa_narducci
1,0,2,12,0,0,0,1,304,6643,1295,0,b.eatriss
1,0,2,0,0,1,0,0,60,474,409,0,tommi_orla
1,0,1,0,0,0,0,0,138,176,272,0,mattebocchi
1,0,1,0,0,0,0,1,70,1754,397,0,carlottazamagni
1,0,1,47,0,1,0,0,150,721,503,0,_nicholasbarone
1,0,2,41,1,0,0,0,2,1102,1222,0,eleenacanetti
1,0,1,114,1,0,0,1,88,60754,119,0,gamester_official
1,0,2,123,0,0,0,1,47,189,68,0,upd_basilicastello
1,0,2,0,0,1,0,0,302,989,918,0,irene_dilda
1,0.105,2,15,0,0,0,0,10,1137,201,0,nicolebertoletti_10
1,0,2,31,0,0,0,1,155,846,801,0,_phrancesco
1,0,2,0,0,1,0,0,3,171,230,0,giovannidangelo_
1,0,1,4,0,1,0,0,498,1067,833,0,_giuliaferretti
1,0,1,67,0,0,0,1,4,405,603,0,dariodamianio
1,0,1,33,1,0,0,1,510,66016,42,0,pigliatutto_
1,0,2,12,0,1,0,0,245,790,480,0,emanuelabocchi
1,0,2,100,0,1,0,0,143,563,570,0,elisanzalone
1,0.143,2,70,0,0,0,1,147,1522,1586,0,rosi_michele99
1,0,2,29,0,1,0,0,33,555,451,0,francesco.marchi
1,0,4,14,1,0,0,1,15,511,248,0,il_baffo_dorato
1,0,2,5,0,1,0,0,12,3266,606,0,chiaraavolpe
1,0,2,0,0,1,0,0,14,2521,876,0,vittoria.zecca
1,0,2,36,0,1,0,0,78,998,439,0,bbennuz
1,0,3,142,0,0,0,0,79,1057,348,0,valeriograzianii
1,0.2,2,138,1,0,0,0,198,1263,846,0,leospadi48
1,0,2,13,0,0,0,1,69,1034,992,0,ernesto_orrero
1,0,3,71,1,0,1,1,37847,5327634,1763,0,brfootball
1,0,2,126,0,0,1,0,58,4903445,205,0,zionwilliamson
1,0,0,0,0,0,0,0,20,1237,552,0,sami_asfor
1,0,2,139,1,0,1,0,55,101898,125,0,giovanni_iltrap
1,0,2,0,1,0,1,0,1062,1492958,501,0,sungkangsta
1,0,1,0,0,1,0,0,74,1103,654,0,delledonnevalentinaaa
1,0,2,34,1,0,1,0,156,3364516,75,0,francescototti
1,0.143,2,15,1,0,1,0,927,16325642,144,0,annakendrick47
1,0,2,0,0,0,0,0,14,1350,388,0,vvitalp
1,0,2,11,0,1,0,0,174,1026,858,0,valentinacavazzini_
1,0,2,0,0,0,0,1,19,878,534,0,mr.raama
1,0,2,0,0,1,0,0,84,3636,394,0,giiuliabianchi
1,0,2,34,0,0,0,0,17,533,613,0,giovane_mushroom
1,0,2,0,0,0,0,0,42,1102,387,0,giorgiabigliardii
1,0,2,5,0,1,0,0,95,1388,1357,0,carolina_boraschi
1,0,2,49,1,0,1,1,1326,25620133,67,0,marvelstudios
1,0,3,0,0,0,0,0,56,626,413,0,nicolo_dimartino
1,0.095,2,0,0,0,0,0,13,469,563,0,alessandro.biagini.90
1,0,2,9,0,0,0,1,16,454,494,0,salvadori_riccardo
1,0,2,5,0,1,0,0,70,648,595,0,gretamarinucci
1,0.25,2,0,0,0,0,1,132,323,516,0,giak__14
1,0,2,22,0,0,0,1,4,679,977,0,__rain_____
1,0,4,0,0,0,0,0,119,1754,1279,0,emilia.ml
1,0,1,26,1,0,0,1,206,1255,2887,0,sophiahcases
1,0,5,146,0,0,0,1,32,127,202,0,gb_photography_lnd
1,0,2,31,0,0,0,1,14,1038,832,0,sanz_st
1,0,2,94,0,0,0,0,28,284,237,0,abbiedouglas.scout
1,0,2,40,0,0,0,0,19,698,1253,0,susiewalston
1,0,2,13,0,0,0,1,18,2080,2106,0,astridburley
1,0,2,34,1,0,1,1,29,9492035,1006,0,lilyachty
1,0,2,10,0,0,0,0,103,1535,1892,0,milena.coulter
1,0.083,0,13,0,0,0,0,28,1773,1000,0,fox_santana3
1,0.182,2,15,0,0,0,1,16,462,1027,0,frankie_h02
1,0,2,119,1,0,0,0,755,259286,170,0,xenia.lau
1,0,2,53,0,0,1,1,1959,718174,1076,0,alessioalbi
1,0,0,0,0,1,0,0,38,1072,584,0,chiarazucchi_
1,0,1,150,1,0,0,0,2783,46280,23,0,curiotech.it
1,0,2,27,0,0,0,0,11,50,531,0,zpierfrancesco
1,0,1,91,0,0,0,1,68,573,615,0,matteoalfieri_
1,0,2,0,1,1,0,0,143,372,443,0,roberto.traina
1,0,1,0,0,1,0,0,183,385,446,0,gabrielecazzatos
1,0,2,127,1,0,1,0,560,942342,439,0,patrickcutrone
1,0,2,0,0,1,0,0,79,917,410,0,elenacaldarola
1,0,1,0,0,1,0,0,30,1389,793,0,chiara_arduini
1,0,1,38,0,0,0,0,314,2397,844,0,mariabertolini_
1,0,2,0,0,0,0,1,13,5653,602,0,miriamtomasello_
1,0,1,25,0,1,0,0,10,795,505,0,bigyolo_
1,0,2,0,0,0,0,0,10,245,388,0,filipp.ppino
1,0,2,85,0,1,0,0,52,904,752,0,sirenesenzas
1,0,3,47,1,1,0,0,113,414,402,0,greta_didio
1,0,2,44,1,0,1,0,1706,13711715,275,0,realbarbarapalvin
1,0,2,38,0,1,0,0,173,639,530,0,ricchettichiara
1,0,2,19,0,1,0,0,104,709,447,0,simonespagnoli_
1,0,1,148,1,0,0,0,222,63737,837,0,victoriamisu
1,0.6,2,0,0,0,1,0,459,82917,351,0,theo123456
1,0,1,59,0,0,0,1,21,951,675,0,dillonclarke_
1,0,2,100,1,0,0,1,119,1436,512,0,sogolmakeup
1,0,3,48,1,0,0,0,311,3210,1010,0,mearakallista
1,0,1,101,1,0,1,1,14192,1087876,23,0,hypebae
1,0,2,68,1,0,0,1,113,3048,524,0,keenancgyamfi
1,0,2,46,1,0,0,1,1551,58293,799,0,abdullaelmaz
1,0,2,11,0,0,0,1,9,326,531,0,mugens_bby
1,0,1,2,1,0,0,1,9,3189,999,0,kamalnw
1,0,1,6,0,0,0,0,31,2776,803,0,lolaforsyth
1,0,1,34,1,0,0,1,136,12788,194,0,i.sabella.g
1,0,2,18,1,0,0,1,673,2659,913,0,kai.crossman
1,0,2,48,0,0,0,0,479,3781,757,0,elsiematilda
1,0,4,149,0,0,1,0,975,1450714,1313,0,inkawilliams
1,0,2,44,0,0,1,1,2620,442781,436,0,amberasaly
1,0,2,60,0,0,0,0,1473,66598,833,0,carlottawinder
1,0,2,22,1,0,0,0,30,1220,1170,0,camberwellian
1,0,4,22,1,0,0,0,9,540,496,0,armadadadavid
1,0,1,6,0,0,0,0,0,454,262,0,certialbz
1,0,1,72,1,0,0,0,1026,492858,180,0,slimesunday
1,0,1,0,0,0,0,0,8,1356,1536,0,lolaapeach
1,0,2,66,0,0,0,1,191,156040,649,0,nicholas.fols
1,0,1,5,0,0,0,0,65,899,691,0,andreabondanelli_
1,0,2,98,0,0,1,1,512,3821244,565,0,lucaspaqueta
1,0,1,6,0,1,0,0,71,1437,437,0,_benedettacorradi
1,0,1,42,0,1,0,0,34,1508,900,0,fabbichiara
1,0,2,76,1,0,1,1,12430,4018800,66,0,miamiheat
1,0.25,2,143,0,0,1,0,671,52214,392,0,bspies11
1,0,2,143,1,0,1,0,301,3759937,478,0,isaiahthomas
1,0,1,13,0,0,0,1,192,1469,965,0,chiara_ermidi
1,0,2,0,0,1,0,0,110,2760,772,0,alicemalvezzi
1,0,3,91,1,0,0,0,16,132507,37,0,lo.scomm
1,0.2,1,18,0,0,0,0,23,738,693,0,k1ded
1,0,2,72,1,0,0,1,61,4179,1064,0,louis_gck
1,0,1,15,0,0,0,1,1,4743,2136,0,dxniellaa._
1,0.1,1,11,0,0,0,0,0,676,681,0,dee2sweett
1,0,3,56,1,0,0,0,68,1192,925,0,lilingtons
1,0,3,0,1,0,0,1,418,3361,80,0,paolodilucente
1,0,3,100,1,0,0,0,2411,40734,2276,0,jmebpatterson
1,0.222,5,53,0,0,0,1,480,70418,41,0,pretty60s
1,0.143,0,9,0,0,0,0,1,625,293,0,c0._smo
1,0,1,23,0,0,0,1,0,827,888,0,heron_krishnan
1,0.04,4,140,1,1,0,0,7626,2204903,182,0,thearchbish0pofbanterbury
1,0,3,3,1,0,1,0,3988,334371,936,0,tinycactus
1,0,0,17,0,0,0,0,39,2608,1373,0,danielzedd
1,0,1,11,0,0,0,0,11,5123,715,0,darcylwilliams
1,0,1,1,0,0,0,0,0,125,356,0,rtm_babz
1,0,2,0,0,1,0,0,62,759,521,0,castiglione_roberta
1,0,2,0,0,0,0,0,13,1911,513,0,federica.zanda
1,0,3,101,0,0,0,1,123,1457,910,0,carlotta_donati
1,0,1,13,0,1,0,0,51,1527,736,0,magicaviole
1,0,2,29,0,0,0,1,194,2009,461,0,alessia_gaiani
1,0,2,0,0,1,0,0,29,567,529,0,lallalaulauretta
1,0,2,135,0,0,0,0,30,177,484,0,roooouge
1,0,1,10,0,1,0,0,38,701,638,0,marialuisatarasconi
1,0,1,4,0,0,0,0,20,399,191,0,recanetti
1,0,1,43,0,1,0,0,79,2165,837,0,ile.ferrari
1,0,1,27,0,0,0,0,22011,640941,510,0,warmzn
1,0,1,24,0,0,0,1,157,6979,364,0,margomillien
1,0,3,129,1,0,0,1,5090,323761,7403,0,fomomodels
1,0,2,69,1,0,0,1,1896,24920,2308,0,wilhelmina.london
1,0,1,0,0,1,0,0,3921,405272,381,0,stylemefresh
1,0,2,25,1,0,0,0,25,1804,996,0,wes.hk
1,0,0,7,0,0,0,1,34,1373,1069,0,luelladisley
1,0,3,148,1,0,0,1,89,4103,958,0,hectaaa_de_selectaaa
1,0,1,69,1,0,0,1,14,1139,877,0,mollyprendergast
1,0,1,45,0,0,0,0,2,562,1164,0,_tyeholness_
1,0,0,6,0,0,0,0,53,9162,385,0,alicemarcinkowska
1,0,2,91,0,0,0,1,68,3267,744,0,hugo.cornelis
1,0,2,30,0,0,0,0,63,745,458,0,lily.saffron.hill
0,0,1,0,0,0,0,0,57,834,751,0,georgiaabenham
1,0,1,24,0,0,0,1,84,671,389,0,marti_notari
1,0,2,13,0,0,0,0,37,753,370,0,luca.bottioni
1,0,1,88,0,1,0,0,152,792,754,0,martinapaolillo_
1,0,3,114,0,0,0,0,105,1176,846,0,linda_dilo
1,0,2,77,0,0,0,1,283,4784,2167,0,saraminicozzi
1,0,1,0,0,0,0,1,19,914,743,0,charlie_follett
1,0,2,73,1,0,0,1,61,3832,634,0,pascalsaal
1,0,2,147,0,0,0,1,36,2139,613,0,joe_powell
1,0,0,103,0,0,0,1,26,3251,898,0,mosesohenhen
1,0,2,7,0,0,0,0,39,1703,1029,0,empeebles
1,0,2,7,0,0,0,1,5,2228,787,0,joepetini
1,0,0,0,0,1,0,0,2,36,6170,1,handlerrossf
0,0,1,0,0,0,0,0,0,9,515,1,hjejendbdnsnshsb
1,0,0,0,0,0,0,0,3,90,6166,1,argumentlein
0,0,1,0,0,0,0,0,0,6,531,1,skfjfndnskalskx
1,0,1,0,0,0,0,0,2,63,4586,1,instantustin
1,0,1,0,0,0,0,0,3,86,6166,1,ootlnxenderson
1,0.444,1,0,0,0,0,0,1,2,198,1,jj.pw1851
1,0,0,0,0,0,0,0,5,79,5056,1,eilndaoody
0,0,1,0,0,1,0,0,0,20,649,1,heartlessqueens
1,0,2,0,0,0,0,0,1,38,414,1,pradeepsomatre
1,0,0,0,0,0,0,0,3,87,6188,1,evenomervlile
0,0.391,2,0,0,0,0,0,1,32,207,1,gharehbayatian123654789
1,0,0,0,0,0,0,0,7,85,6196,1,aulzrown
1,0,0,0,0,0,0,0,3,95,3185,1,frainiray
1,0,1,0,0,0,0,0,2,70,6312,1,harityngiht
1,0,1,0,0,0,0,0,2,66,3133,1,marunno
0,0.25,1,0,0,1,0,0,0,0,571,1,brinds07
1,0,4,65,0,0,0,0,41,508,2877,1,_get_a_shout_out_
1,0.538,1,5,0,0,0,0,3,312,6914,1,mahmed1122334
1,0,0,0,0,0,0,0,3,64,3567,1,stebanlackbrun
1,0,1,0,0,0,0,0,3,76,6296,1,eckhaminaegnn
1,0,1,0,0,0,0,0,7,3,39,1,folkspromo
1,0.125,0,0,0,0,0,0,5,85,4508,1,lsa2inle
1,0,1,0,0,0,0,1,6,52,2422,1,fanta.azul
1,0,1,0,0,0,0,0,6,92,6158,1,aytonoramnp
1,0,1,0,0,0,0,0,4,76,4932,1,hitneyatikns
1,0,1,0,0,0,0,0,2,77,6376,1,ikleaaeterson
1,0.273,1,0,0,0,0,0,1,56,6905,1,damadama430
1,0,1,0,0,0,0,0,2,54,4139,1,ilosndheridan
1,0,1,0,0,0,0,0,5,79,5979,1,akeagars
0,0.357,1,0,0,0,0,0,0,3,1,1,_mxrt56
1,0,1,0,0,0,0,0,1,2,310,1,pouletevxpb
1,0,2,88,0,0,0,0,99,236,3005,1,akshayfoodblog
1,0,1,0,0,0,0,0,4,64,4458,1,onaavnobb
1,0,1,0,0,0,0,0,2,78,6120,1,eenanqpence
1,0,0,0,0,1,0,0,2,64,2811,1,ayapearsg
1,0,1,0,0,0,0,0,5,85,6016,1,hylaheae
0,0.286,0,0,0,1,0,0,1,15,552,1,farahahmed1998
1,0.2,2,0,0,0,0,0,24,128,886,1,hppsingh93
1,0,0,0,0,0,0,0,2,12,2183,1,aysonrazierl
1,0.176,2,24,0,0,0,0,10,150,310,1,arjun.rajpoot.184
1,0,1,0,0,0,0,0,3,52,2908,1,lianaondc
1,0.4,2,0,0,0,0,0,0,0,1,1,ab.dalla9299
1,0.111,0,0,0,0,0,0,4,81,6109,1,aden5egan
1,0.2,0,8,0,1,0,0,3,27,72,1,s.7ly
1,0,2,16,0,1,0,0,0,117,6788,1,chocolate.breeya
1,0,1,0,0,0,0,0,6,62,4038,1,vanforris
1,0,1,0,0,0,0,0,412,133,830,1,nawajswag
0,0.118,1,0,0,0,0,0,0,17,515,1,mohamed.alsaaed77
1,0.167,1,0,0,0,0,0,6,178,6458,1,ali_molaii21
1,0.429,2,22,0,0,0,0,0,27,1335,1,123harp
1,0,3,0,0,0,0,0,4,162,592,1,thereplicashop_
1,0,0,0,0,0,0,0,2,78,6169,1,harlesassidyv
1,0,1,0,0,0,0,0,4,84,6116,1,ennaossiz
1,0,1,0,0,0,0,0,1,75,6646,1,kasperi.endrit
1,0.444,3,0,0,0,0,0,42,789,6207,1,montu6989
1,0,0,0,0,0,0,0,4,84,5965,1,ustineoegrs
1,0.25,1,0,0,0,0,0,2,14,538,1,ufoson20
1,0,2,24,0,1,0,0,629,474,6199,1,diz_kava
1,0.182,2,94,0,0,0,0,5,553,5530,1,alicia_73ca
1,0,0,0,0,1,0,0,0,36,869,1,eshaapl
1,0,1,0,0,0,0,0,3,78,4844,1,royiodd
1,0,1,0,0,0,0,0,3,70,6119,1,hainaharp
1,0,2,0,0,1,0,0,0,84,1443,1,deviyadevadiga
1,0,0,0,0,0,0,0,2,23,2727,1,arionorers
1,0.5,0,0,0,0,0,0,8,84,7128,1,69foto69
1,0.636,1,1,0,0,0,0,0,6,7,1,jeevahanje
1,0,2,0,0,1,0,0,4,46,98,1,stylish_star_sunny
1,0,0,0,0,1,0,0,3,19,6207,1,oseavidsono
1,0.118,2,0,0,1,0,0,70,330,4769,1,jonathantavares27
1,0.25,1,0,1,1,0,0,0,507,3253,1,_a.v._99
1,0,1,0,0,0,0,0,4,78,6210,1,eavenicree
1,0,2,0,0,1,0,0,0,176,6982,1,meganlung_
1,0,0,0,0,0,0,0,2,80,6208,1,riareinvo
1,0,0,0,0,1,0,0,5,28,3512,1,iillealiey
0,0.167,1,0,0,0,0,0,0,0,0,1,caaandybaby__
0,0.333,2,0,0,0,0,0,0,0,0,1,on.the.path.to.heaven
1,0.286,0,0,0,0,0,0,0,2,0,1,nana3.8antwia
1,0,1,0,0,0,0,0,3,73,6182,1,ondonlaughters
1,0,0,0,0,1,0,0,2,27,5719,1,avennowh
1,0.25,1,0,0,1,0,0,210,1354,3008,1,digupatel029
1,0,0,0,0,0,0,0,3,79,6247,1,aolnoawn
1,0,0,0,0,0,0,0,3,72,6045,1,illoeing
1,0,2,62,0,1,0,0,17,1530,3348,1,yulicampoos
1,0,2,76,0,1,0,0,145,412,1183,1,trouble_maker_nishu
0,0,0,0,0,1,0,0,0,5,1232,1,cbproductionsz
1,0.444,1,9,0,1,0,0,254,254,6889,1,06.01.2000jassiem
1,0,2,0,0,1,0,0,0,23,62,1,frankysrivero
1,0,1,0,0,0,0,0,2,68,3980,1,ieuglodgers
1,0,0,0,0,0,0,0,2,85,6112,1,oltolbes
1,0.083,1,0,0,0,0,0,1,11,535,1,moatazmemmm4
1,0,1,99,0,0,0,0,285,655,699,1,____lynnell____
1,0,1,0,0,0,0,0,5,72,6173,1,siavacillan
1,0,0,0,0,1,0,0,2,27,4540,1,eneernoldm
1,0.222,0,0,0,0,0,0,9,57,6488,1,ae4t4tett
0,0.286,1,0,0,0,0,0,0,38,0,1,kingsadegh5506
0,0.214,1,0,0,0,0,0,0,0,0,1,sunsetlover125
0,0.118,1,0,0,1,0,0,0,15,0,1,inderpreetsaini16
1,0.75,2,16,0,1,0,0,24,244,5781,1,om143143
1,0.111,1,0,0,0,0,0,3,67,6119,1,aydan9eck
1,0.273,2,0,0,0,0,0,45,346,1344,1,zahouri_123
1,0.167,2,0,0,1,0,0,38,1033,3928,1,mit.sheth.52
1,0,1,0,0,0,0,0,5,64,2995,1,aenslealy
1,0,1,0,0,0,0,0,2,58,2370,1,aseiizpatrtck
1,0,0,0,0,0,0,0,3,72,3531,1,opposedork
0,0,0,0,0,0,0,0,0,1,95,1,igeiiwbeb
1,0,1,0,0,0,0,0,2,62,3433,1,aeknaaynes
1,0.5,1,0,0,0,0,0,1,66,5152,1,zohreh05.09.1988
1,0.273,2,8,0,1,0,0,30,1109,3149,1,harshil_237
0,0,1,0,0,1,0,0,0,114,7502,1,mailmathi
1,0,1,0,0,0,0,0,2,59,3838,1,diwnleln
1,0.375,2,0,0,0,0,0,259,954,4794,1,mayur530
1,0,1,0,0,0,0,0,2,68,6086,1,ancetclal
0,0,1,0,0,1,0,0,0,135,625,1,rajnibali
1,0,0,0,0,0,0,0,3,73,6144,1,icarlerooks
1,0.375,1,0,0,0,0,0,1,210,6562,1,loook996
1,0,0,0,0,0,0,0,3,100,6181,1,anleileoone
0,0,0,2,0,1,0,0,0,98,6541,1,_boyijall
1,0,0,0,0,1,0,0,5,28,6175,1,amlacean
1,0,1,0,0,0,0,0,4,79,6184,1,innegangedn
1,0,1,0,0,0,0,0,5,83,4501,1,aelreaokscn
1,0.273,1,59,0,1,0,0,5,207,1313,1,mikejack124
1,0,1,0,0,0,0,0,4,73,6221,1,aesyenngj
0,0,0,0,0,0,0,0,0,67,614,1,surbhipatel211293
1,0.4,2,0,0,0,0,0,2,80,49,1,mukesh3834
1,0,0,0,0,0,0,0,2,88,6176,1,athewjavidson
1,0,0,78,0,1,0,0,1,34,154,1,saying_.qotes
1,0,1,0,0,0,0,0,3,60,4163,1,innucktorwh
1,0.273,0,12,0,0,0,0,3,10,545,1,scrim_uchiha
1,0,0,0,0,1,0,0,3,35,1267,1,ailleutierrezm
1,0.111,1,7,0,0,0,0,5,257,4871,1,parssohi4
1,0.222,2,0,0,1,0,0,1,162,28,1,_nikhil14
1,0,0,0,0,0,0,0,2,72,6163,1,erryefeen
1,0,1,0,0,0,0,0,38,521,1458,1,smolai
1,0,1,0,0,0,0,0,3,70,4713,1,indicatorawson
1,0,2,36,0,1,0,0,6175,157,166,1,alu.bhaji
1,0,3,137,0,0,0,0,186,197,689,1,theshaadipage
1,0,2,0,0,0,0,0,1,351,2088,1,bigroomstampide
1,0,1,133,0,0,0,1,176,244,3113,1,prfmiss
1,0.25,2,59,0,1,0,0,164,728,1020,1,ibobby95
1,0,0,0,0,0,0,0,3,85,6091,1,zairaastro
1,0,1,0,0,0,0,0,2,94,6233,1,adnynolbrook
1,0.133,2,39,0,0,0,0,159,1780,7447,1,dhruval_patel49
1,0.25,1,0,0,1,0,0,427,611,2234,1,nandy_94
1,0,1,0,0,0,0,0,3,71,6250,1,adinlarney
1,0,0,0,0,0,0,0,2,62,3501,1,yursorirs
1,0,0,0,0,1,0,0,2,38,6319,1,alyahcueen
1,0,0,0,0,0,0,0,5,61,3183,1,ocyeobretson
0,0.5,0,0,0,1,0,0,0,526,3338,1,meme__888888
1,0,2,0,0,1,0,0,22,610,703,1,mruga.m
1,0,1,0,0,0,0,0,3,76,5846,1,lissonnartinez
1,0,1,0,0,0,0,0,2,74,6217,1,arelyhlaenm
1,0.1,1,0,0,0,0,0,2,6,529,1,smaherjad1
1,0,1,0,0,0,0,0,2,62,4081,1,aserevinou
1,0.167,2,114,0,0,0,0,7,547,5132,1,jamieson__51
1,0,0,0,0,0,0,0,4,81,5680,1,eatriceiercep
1,0,0,0,0,0,0,0,6,76,5890,1,ayalhaini
1,0,1,0,0,1,0,0,2,285,6003,1,vpoolpatel
1,0,2,116,0,1,0,0,223,194,7457,1,mank_cool
1,0.667,1,0,0,0,0,0,2,158,5619,1,fgh077707
1,0,0,0,0,0,0,0,3,53,6189,1,iarentone
1,0.267,1,0,0,1,0,0,178,138,506,1,bpalanisamy2014
1,0.222,1,0,0,0,0,0,1,5,180,1,shahini16
1,0,0,0,0,0,0,0,2,97,6202,1,aneqcaferfy
0,0.286,2,19,0,1,0,0,0,79,57,1,inderpreet3278
1,0,0,0,0,0,0,0,2,23,4517,1,arleeeeach
1,0,0,0,0,0,0,0,2,93,6156,1,emarucsllen
1,0,1,0,0,0,0,0,3,62,2291,1,aeinlaice
0,0.273,1,0,0,0,0,0,0,1313,2412,1,_deactivated____865367
1,0.2,1,0,0,1,0,0,92,43,132,1,hardik_patel532
1,0.333,1,0,0,1,0,0,16,411,7043,1,dewone074
1,0.4,1,0,0,0,0,0,7,121,7335,1,69futbol69
0,0.556,1,0,1,1,0,0,2,17,247,1,iman99900
1,0,1,0,0,0,0,0,3,67,5070,1,poorilliam
0,0,0,0,0,1,0,0,0,262,6202,1,tushar_5522
1,0.045,4,61,0,0,0,0,14,142,1588,1,get5kfollow__nowigfast
1,0,1,0,0,0,0,0,5,94,6171,1,odrynoch
1,0,0,0,0,0,0,0,3,84,6250,1,amarzirk
