Profile Pic,Nums/Length Username,Full Name Words,Nums/Length Fullname,Bio Length,External Url,Private,Verified,Business,#Posts,#Followers,#Following,Last Post Recent,Fake
1,0,0,0,0,0,1,0,0,2,36,6170,Null,1
0,0,1,0,0,0,0,0,0,0,9,515,Null,1
1,0,0,0,0,0,0,0,0,3,90,6166,0,1
0,0,1,0,0,0,0,0,0,0,6,531,Null,1
1,0,1,0,0,0,0,0,0,2,63,4586,0,1
1,0,1,0,0,0,0,0,0,3,86,6166,0,1
1,0.444,1,0,0,0,0,0,0,1,2,198,0,1
1,0,0,0,0,0,0,0,0,5,79,5056,0,1
0,0,1,0,0,0,1,0,0,0,20,649,Null,1
1,0,2,0,0,0,0,0,0,1,38,414,0,1
1,0,0,0,0,0,0,0,0,3,87,6188,0,1
0,0.391,2,0,0,0,0,0,0,1,32,207,0,1
1,0,0,0,0,0,0,0,0,7,85,6196,0,1
1,0,0,0,0,0,0,0,0,3,95,3185,0,1
1,0,1,0,0,0,0,0,0,2,70,6312,0,1
1,0,1,0,0,0,0,0,0,2,66,3133,0,1
0,0.25,1,0,0,0,1,0,0,0,0,571,Null,1
1,0,4,0,65,0,0,0,0,41,508,2877,0,1
1,0.538,1,0.5,5,0,0,0,0,3,312,6914,0,1
1,0,0,0,0,0,0,0,0,3,64,3567,0,1
1,0,1,0,0,0,0,0,0,3,76,6296,0,1
1,0,1,0,0,0,0,0,0,7,3,39,0,1
1,0.125,0,0,0,0,0,0,0,5,85,4508,0,1
1,0,1,0,0,0,0,0,1,6,52,2422,0,1
1,0,1,0,0,0,0,0,0,6,92,6158,0,1
1,0,1,0,0,0,0,0,0,4,76,4932,0,1
1,0,1,0,0,0,0,0,0,2,77,6376,0,1
1,0.273,1,0,0,0,0,0,0,1,56,6905,0,1
1,0,1,0,0,0,0,0,0,2,54,4139,0,1
1,0,1,0,0,0,0,0,0,5,79,5979,0,1
0,0.357,1,0.3077,0,0,0,0,0,0,3,1,Null,1
1,0,1,0,0,0,0,0,0,1,2,310,0,1
1,0,2,0,88,0,0,0,0,99,236,3005,1,1
1,0,1,0,0,0,0,0,0,4,64,4458,0,1
1,0,1,0,0,0,0,0,0,2,78,6120,0,1
1,0,0,0,0,0,1,0,0,2,64,2811,Null,1
1,0,1,0,0,0,0,0,0,5,85,6016,0,1
0,0.286,0,0,0,0,1,0,0,1,15,552,Null,1
1,0.2,2,0,0,0,0,0,0,24,128,886,0,1
1,0,0,0,0,0,0,0,0,2,12,2183,0,1
1,0.176,2,0,24,0,0,0,0,10,150,310,0,1
1,0,1,0,0,0,0,0,0,3,52,2908,0,1
1,0.4,2,0,0,0,0,0,0,0,0,1,Null,1
1,0.111,0,0,0,0,0,0,0,4,81,6109,0,1
1,0.2,0,0,8,0,1,0,0,3,27,72,Null,1
1,0,2,0,16,0,1,0,0,0,117,6788,Null,1
1,0,1,0,0,0,0,0,0,6,62,4038,0,1
1,0,1,0,0,0,0,0,0,412,133,830,0,1
0,0.118,1,0,0,0,0,0,0,0,17,515,Null,1
1,0.167,1,0,0,0,0,0,0,6,178,6458,0,1
1,0.429,2,0,22,0,0,0,0,0,27,1335,Null,1
1,0,3,0,0,0,0,0,0,4,162,592,0,1
1,0,0,0,0,0,0,0,0,2,78,6169,0,1
1,0,1,0,0,0,0,0,0,4,84,6116,0,1
1,0,1,0,0,0,0,0,0,1,75,6646,0,1
1,0.444,3,0,0,0,0,0,0,42,789,6207,0,1
1,0,0,0,0,0,0,0,0,4,84,5965,0,1
1,0.25,1,0,0,0,0,0,0,2,14,538,0,1
1,0,2,0,24,0,1,0,0,629,474,6199,Null,1
1,0.182,2,0,94,0,0,0,0,5,553,5530,0,1
1,0,0,0,0,0,1,0,0,0,36,869,Null,1
1,0,1,0,0,0,0,0,0,3,78,4844,0,1
1,0,1,0,0,0,0,0,0,3,70,6119,0,1
1,0,2,0,0,0,1,0,0,0,84,1443,Null,1
1,0,0,0,0,0,0,0,0,2,23,2727,0,1
1,0.5,0,0,0,0,0,0,0,8,84,7128,1,1
1,0.636,1,0,1,0,0,0,0,0,6,7,Null,1
1,0,2,0,0,0,1,0,0,4,46,98,Null,1
1,0,0,0,0,0,1,0,0,3,19,6207,Null,1
1,0.118,2,0,0,0,1,0,0,70,330,4769,Null,1
1,0.25,1,0,0,1,1,0,0,0,507,3253,Null,1
1,0,1,0,0,0,0,0,0,4,78,6210,0,1
1,0,2,0,0,0,1,0,0,0,176,6982,Null,1
1,0,0,0,0,0,0,0,0,2,80,6208,0,1
1,0,0,0,0,0,1,0,0,5,28,3512,Null,1
0,0.167,1,0,0,0,0,0,0,0,0,0,Null,1
0,0.333,2,0,0,0,0,0,0,0,0,0,Null,1
1,0.286,0,0,0,0,0,0,0,0,2,0,Null,1
1,0,1,0,0,0,0,0,0,3,73,6182,0,1
1,0,0,0,0,0,1,0,0,2,27,5719,Null,1
1,0.25,1,0,0,0,1,0,0,210,1354,3008,Null,1
1,0,0,0,0,0,0,0,0,3,79,6247,0,1
1,0,0,0,0,0,0,0,0,3,72,6045,0,1
1,0,2,0,62,0,1,0,0,17,1530,3348,Null,1
1,0,2,0,76,0,1,0,0,145,412,1183,Null,1
0,0,0,0,0,0,1,0,0,0,5,1232,Null,1
1,0.444,1,0.4286,9,0,1,0,0,254,254,6889,Null,1
1,0,2,0,0,0,1,0,0,0,23,62,Null,1
1,0,1,0,0,0,0,0,0,2,68,3980,0,1
1,0,0,0,0,0,0,0,0,2,85,6112,0,1
1,0.083,1,0.0833,0,0,0,0,0,1,11,535,0,1
1,0,1,0,99,0,0,0,0,285,655,699,1,1
1,0,1,0,0,0,0,0,0,5,72,6173,0,1
1,0,0,0,0,0,1,0,0,2,27,4540,Null,1
1,0.222,0,0,0,0,0,0,0,9,57,6488,0,1
0,0.286,1,0.2857,0,0,0,0,0,0,38,0,Null,1
0,0.214,1,1.0,0,0,0,0,0,0,0,0,Null,1
0,0.118,1,0,0,0,1,0,0,0,15,0,Null,1
1,0.75,2,0,16,0,1,0,0,24,244,5781,Null,1
1,0.111,1,0,0,0,0,0,0,3,67,6119,0,1
1,0.273,2,0,0,0,0,0,0,45,346,1344,0,1
1,0.167,2,0,0,0,1,0,0,38,1033,3928,Null,1
1,0,1,0,0,0,0,0,0,5,64,2995,0,1
1,0,1,0,0,0,0,0,0,2,58,2370,0,1
1,0,0,0,0,0,0,0,0,3,72,3531,0,1
0,0,0,0,0,0,0,0,0,0,1,95,Null,1
1,0,1,0,0,0,0,0,0,2,62,3433,0,1
1,0.5,1,0.4,0,0,0,0,0,1,66,5152,0,1
1,0.273,2,0,8,0,1,0,0,30,1109,3149,Null,1
0,0,1,0,0,0,1,0,0,0,114,7502,Null,1
1,0,1,0,0,0,0,0,0,2,59,3838,0,1
1,0.375,2,0,0,0,0,0,0,259,954,4794,1,1
1,0,1,0,0,0,0,0,0,2,68,6086,0,1
0,0,1,0,0,0,1,0,0,0,135,625,Null,1
1,0,0,0,0,0,0,0,0,3,73,6144,0,1
1,0.375,1,0,0,0,0,0,0,1,210,6562,0,1
1,0,0,0,0,0,0,0,0,3,100,6181,0,1
0,0,0,0,2,0,1,0,0,0,98,6541,Null,1
1,0,0,0,0,0,1,0,0,5,28,6175,Null,1
1,0,1,0,0,0,0,0,0,4,79,6184,0,1
1,0,1,0,0,0,0,0,0,5,83,4501,0,1
1,0.273,1,0,59,0,1,0,0,5,207,1313,Null,1
1,0,1,0,0,0,0,0,0,4,73,6221,0,1
0,0,0,0,0,0,0,0,0,0,67,614,Null,1
1,0.4,2,0,0,0,0,0,0,2,80,49,1,1
1,0,0,0,0,0,0,0,0,2,88,6176,0,1
1,0,0,0,78,0,1,0,0,1,34,154,Null,1
1,0,1,0,0,0,0,0,0,3,60,4163,0,1
1,0.273,0,0,12,0,0,0,0,3,10,545,1,1
1,0,0,0,0,0,1,0,0,3,35,1267,Null,1
1,0.111,1,0,7,0,0,0,0,5,257,4871,0,1
1,0.222,2,0,0,0,1,0,0,1,162,28,Null,1
1,0,0,0,0,0,0,0,0,2,72,6163,0,1
1,0,1,0,0,0,0,0,0,38,521,1458,1,1
1,0,1,0,0,0,0,0,0,3,70,4713,0,1
1,0,2,0,36,0,1,0,0,6175,157,166,Null,1
1,0,3,0,137,0,0,0,0,186,197,689,0,1
1,0,2,0,0,0,0,0,0,1,351,2088,0,1
1,0,1,0,133,0,0,0,1,176,244,3113,1,1
1,0.25,2,0,59,0,1,0,0,164,728,1020,Null,1
1,0,0,0,0,0,0,0,0,3,85,6091,0,1
1,0,1,0,0,0,0,0,0,2,94,6233,0,1
1,0.133,2,0,39,0,0,0,0,159,1780,7447,1,1
1,0.25,1,0,0,0,1,0,0,427,611,2234,Null,1
1,0,1,0,0,0,0,0,0,3,71,6250,0,1
1,0,0,0,0,0,0,0,0,2,62,3501,0,1
1,0,0,0,0,0,1,0,0,2,38,6319,Null,1
1,0,0,0,0,0,0,0,0,5,61,3183,0,1
0,0.5,0,0,0,0,1,0,0,0,526,3338,Null,1
1,0,2,0,0,0,1,0,0,22,610,703,Null,1
1,0,1,0,0,0,0,0,0,3,76,5846,0,1
1,0,1,0,0,0,0,0,0,2,74,6217,0,1
1,0.1,1,0.1,0,0,0,0,0,2,6,529,0,1
1,0,1,0,0,0,0,0,0,2,62,4081,0,1
1,0.167,2,0,114,0,0,0,0,7,547,5132,0,1
1,0,0,0,0,0,0,0,0,4,81,5680,0,1
1,0,0,0,0,0,0,0,0,6,76,5890,0,1
1,0,1,0.1429,0,0,1,0,0,2,285,6003,Null,1
1,0,2,0,116,0,1,0,0,223,194,7457,Null,1
1,0.667,1,0.6667,0,0,0,0,0,2,158,5619,0,1
1,0,0,0,0,0,0,0,0,3,53,6189,0,1
1,0.267,1,0,0,0,1,0,0,178,138,506,Null,1
1,0.222,1,0,0,0,0,0,0,1,5,180,0,1
1,0,0,0,0,0,0,0,0,2,97,6202,0,1
0,0.286,2,0,19,0,1,0,0,0,79,57,Null,1
1,0,0,0,0,0,0,0,0,2,23,4517,0,1
1,0,0,0,0,0,0,0,0,2,93,6156,0,1
1,0,1,0,0,0,0,0,0,3,62,2291,0,1
0,0.273,1,0,0,0,0,0,0,0,1313,2412,Null,1
1,0.2,1,0,0,0,1,0,0,92,43,132,Null,1
1,0.333,1,0.3333,0,0,1,0,0,16,411,7043,Null,1
1,0.4,1,0,0,0,0,0,0,7,121,7335,0,1
0,0.556,1,0,0,1,1,0,0,2,17,247,Null,1
1,0,1,0,0,0,0,0,0,3,67,5070,0,1
0,0,0,0,0,0,1,0,0,0,262,6202,Null,1
1,0.045,4,0.1923,61,0,0,0,0,14,142,1588,0,1
1,0,1,0,0,0,0,0,0,5,94,6171,0,1
1,0,0,0,0,0,0,0,0,3,84,6250,0,1
1,0.067,0,0,0,0,0,0,0,3,67,4118,0,1
1,0.125,2,0,63,0,1,0,0,1,5,29,Null,1
1,0,0,0,0,0,1,0,0,5,27,5415,Null,1
1,0.4,1,0,0,0,0,0,0,0,124,277,Null,1
1,0,4,0,36,0,0,0,0,2,4,124,0,1
1,0,1,0,0,0,0,0,0,3,97,6214,0,1
1,0,0,0,0,0,1,0,0,1,72,4832,Null,1
1,0.5,1,0,0,0,0,0,0,1,30,2092,0,1
1,0.25,2,0,0,0,1,0,0,0,65,304,Null,1
1,0,1,0,0,0,0,0,0,2,78,6210,0,1
1,0,3,0,7,0,0,0,1,135,1093,212,1,1
1,0,0,0,2,0,0,0,0,0,0,8,Null,1
1,0,2,0,7,0,1,0,0,204,623,1776,Null,1
1,0.091,1,0.0909,0,0,0,0,0,7,215,6683,0,1
1,0,0,0,0,0,0,0,0,4,38,5412,0,1
1,0.182,1,0,0,0,0,0,0,7,60,203,0,1
1,0,1,0,0,0,0,0,0,2,73,5234,0,1
1,0,2,0,0,0,0,0,0,0,66,433,Null,1
1,0,2,0,57,0,0,0,0,0,54,187,Null,1
1,0.333,2,0,5,0,1,0,0,947,265,1077,Null,1
1,0,0,0,0,0,1,0,0,3,27,6124,Null,1
1,0.25,1,0.25,0,0,0,0,0,0,48,180,Null,1