Profile Pic,Nums/Length Username,Full Name Words,Bio Length,External Url,Verified,Business,#Posts,#Followers,#Following,Last Post Recent,%Post Single Day,Index of Activity,Average of Likes,Fake
1,0,3,128,1,0,1,337,11396,32,1,3.0,7.5,227.97,0
1,0,0,52,0,0,0,121,26465,115,0,3.0,0,1432.85,0
1,0,2,32,1,0,1,138,12847,20,1,2.0,2.0,399.41,0
1,0,2,49,0,0,1,2099,122098,499,1,2.0,3.917,5010.25,0
1,0.077,4,148,0,0,1,221,14130,3,1,3.0,0.455,403.19,0
1,0,1,44,1,0,1,625,27989,568,1,1.0,10.0,692.48,0
1,0,2,34,1,0,1,1582,52032,974,1,4.0,33.333,588.28,0
1,0,1,85,1,0,0,1617,91189,425,1,3.0,7.333,3279.83,0
1,0,2,50,1,0,1,754,66498,843,1,2.0,4.333,1259.19,0
1,0.267,2,124,1,0,0,402,77708,1135,1,2.0,9.091,2828.54,0
1,0,2,60,1,1,0,1231,1373431,120,1,3.0,20.0,112004.67,0
1,0,3,0,0,0,1,16,482,436,1,6.25,0.333,96.812,0
1,0.182,2,144,0,1,0,1831,157772,466,1,2.0,12.5,8574.27,0
1,0.1,2,97,0,1,0,56,31074,388,1,3.571,5.091,1104.804,0
1,0,2,106,1,1,1,1187,900627,497,1,2.0,14.286,15679.71,0
1,0,6,111,0,0,1,250,41979,1577,1,2.0,0.25,839.14,0
1,0,1,7,1,0,1,468,2011,795,1,1.0,3.0,213.84,0
1,0,2,0,0,1,0,293,287045,1069,1,6.0,2.25,13267.36,0
1,0,2,87,1,1,0,57,179806,79,1,3.509,8.143,17811.368,0
1,0,2,92,1,1,1,4477,1493744,81,1,9.0,100.0,3809.4,0
1,0,2,36,1,1,1,2126,3571337,312,1,4.0,50.0,99390.41,0
1,0,2,88,0,0,1,173,1752,991,1,2.0,2.0,351.4,0
1,0,1,0,0,0,1,103,457,414,1,1.0,2.5,112.91,0
1,0,1,72,0,0,0,43,755,837,1,6.977,0.6,147.558,0
1,0,2,16,0,0,1,235,2025,614,1,1.0,1.0,310.78,0
1,0,1,5,0,0,1,18,672,486,1,5.556,0.6,195.056,0
1,0,3,67,1,1,1,12673,37601089,81,1,7.0,100.0,212327.89,0
1,0,3,31,0,1,0,527,299238,327,1,3.0,16.667,16819.06,0
1,0.083,4,128,1,1,0,592,66099,156,1,2.0,12.5,1914.82,0
1,0.143,2,105,1,1,1,847,37023,1830,1,3.0,4.083,2435.04,0
1,0,3,0,0,1,0,0,390012,941,0,0,0,0,0
1,0,2,88,1,1,1,3575,7979365,343,1,5.0,33.333,82266.98,0
1,0,2,38,1,1,0,659,2835045,587,1,2.0,10.0,294069.46,0
1,0,2,145,1,1,0,786,15023801,0,1,4.0,20.0,285578.03,0
1,0,2,59,0,0,0,394,1384,868,1,1.0,6.083,261.23,0
1,0,4,0,0,1,0,444,45968480,45,1,9.0,8.333,2336050.16,0
1,0,4,93,1,1,0,563,974513,2094,1,2.0,8.333,39410.73,0
1,0,2,3,0,0,0,21,816,555,0,4.762,0.111,83.524,0
1,0.182,4,70,1,1,0,901,54722,149,1,2.0,4.833,2749.82,0
1,0,2,3,1,1,1,1435,4707629,547,1,2.0,5.5,399511.36,0
1,0.05,4,0,0,1,0,171,248020,284,1,2.0,3.909,8490.42,0
1,0,3,12,1,1,1,2871,1771523,70,1,5.0,33.333,17978.57,0
1,0,1,39,0,1,1,822,110827,166,1,2.0,10.0,7478.92,0
1,0.286,2,97,0,1,1,1625,381134,377,1,3.0,9.091,17534.72,0
1,0,3,78,1,1,1,6975,687177,410,1,17.0,100.0,16723.01,0
1,0,2,12,0,1,1,392,3868071,389,1,3.0,4.75,189018.5,0
1,0,5,75,1,1,1,4248,1303745,350,1,11.0,100.0,19760.57,0
1,0,4,23,0,0,0,10,37,35,1,20.0,1.25,16.4,0
1,0.182,2,63,0,0,0,9,803,976,0,11.111,0.091,97.889,0
1,0.286,2,30,0,0,0,3,1513,698,1,33.333,3.0,184.667,0
1,0,1,17,0,0,0,22,1939,738,1,4.545,0.917,311.818,0
1,0,5,95,1,0,0,160,5197,1061,1,2.0,16.667,279.87,0
1,0,3,27,1,0,1,138,689,748,1,2.0,7.667,78.32,0
1,0,1,5,0,0,1,9,8840,1085,1,22.222,0.333,334.333,0
1,0,0,5,0,0,0,0,469,354,0,0,0,0,0
1,0,2,9,0,0,0,85,404,249,1,2.353,0.917,31.424,0
1,0,0,23,0,0,0,1,1151,1281,0,100.0,0.111,364.0,0
1,0,2,137,1,1,0,2762,979273,2192,1,3.0,25.0,31003.29,0
1,0,1,113,1,1,0,517,1228746,806,1,2.0,7.167,40044.57,0
0,0,0,0,0,1,1,0,49658,257,0,0,0,0,0
1,0.2,2,146,0,1,0,87,506941,790,1,2.299,3.083,26181.034,0
1,0,0,79,0,1,0,1952,1102911,564,1,3.0,12.5,63587.32,0
1,0,3,149,0,1,1,15296,16484797,750,1,9.0,100.0,293672.45,0
1,0,2,34,1,0,1,170,1757,811,1,2.0,0.375,203.27,0
1,0,2,110,0,1,0,1323,1465718,708,1,2.0,9.091,48966.38,0
1,0,2,12,1,1,0,397,3021987,396,1,3.0,10.0,171120.78,0
1,0,2,26,1,1,0,245,5520688,102,1,2.0,9.091,395342.67,0
1,0,2,103,1,1,0,5421,6355703,503,1,4.0,33.333,119817.49,0
1,0,2,0,0,1,0,1143,621967,16,1,7.0,20.0,6854.16,0
1,0,3,0,0,0,0,47,7611,2273,1,4.255,1.5,868.894,0
1,0,3,49,0,0,0,38,704,313,1,2.632,0.778,132.737,0
1,0,2,45,1,1,0,482,873038,234,1,3.0,9.091,36779.14,0
1,0.5,2,86,1,1,1,8869,9172753,53,1,16.0,100.0,147371.24,0
1,0,1,0,1,1,0,4953,64876038,2194,1,4.0,14.286,1308540.22,0
1,0,2,11,1,0,0,160,1169,682,1,1.0,2.0,141.54,0
1,0,1,63,1,0,1,2319,197226,993,1,7.0,50.0,19764.07,0
1,0,2,111,0,0,1,153,2103,1660,1,2.0,14.286,239.65,0
1,0,1,17,0,0,0,57,682,561,1,1.754,2.636,75.053,0
1,0,2,0,0,1,0,1990,62417041,330,1,4.0,20.0,1960390.08,0
1,0,2,91,1,1,1,28561,12531437,579,1,17.0,100.0,265202.49,0
1,0,1,124,1,1,1,30238,16463575,559,1,15.0,100.0,364829.14,0
1,0,2,129,1,1,1,769,6842560,82,1,3.0,14.286,84136.93,0
1,0,2,99,1,0,0,35,90630,35,1,2.857,3.091,4588.429,0
1,0,2,99,1,0,1,8,87666,29,1,25.0,1.6,4502.5,0
1,0,1,105,1,0,1,170,1335,885,1,1.0,1.25,197.55,0
1,0,2,111,1,0,1,37,798,709,1,2.703,1.083,151.541,0
1,0,1,37,1,1,1,2772,16448666,1350,1,6.0,25.0,335989.16,0
1,0,5,139,1,1,0,2784,4252054,366,1,2.0,25.0,52734.13,0
1,0,2,145,1,0,0,637,137374,541,1,4.0,1.75,7498.44,0
1,0,2,0,0,0,1,20,656,958,1,5.0,0.25,114.55,0
1,0.077,2,40,0,0,1,115,3658,959,1,1.0,7.917,321.95,0
1,0,2,0,1,1,0,878,6962225,1152,1,2.0,9.091,154095.09,0
1,0,1,22,1,1,1,1882,103711,159,1,4.0,14.286,2566.61,0
1,0,2,10,0,0,1,43,648,457,1,4.651,0.8,92.395,0
1,0,4,94,1,1,0,813,608584,469,1,2.0,16.667,25478.3,0
1,0,2,24,0,1,0,1304,37401616,854,1,4.0,12.5,915985.76,0
1,0.167,2,116,0,0,0,103,314,265,1,6.0,1.25,33.65,0
1,0,1,67,0,0,1,70,9419,2191,1,1.429,5.417,1197.157,0
1,0,2,31,1,1,0,261,1824298,29,1,2.0,7.25,136747.77,0
1,0,2,35,0,0,1,334,3455,650,1,2.0,4.083,373.23,0
1,0,2,12,0,0,1,306,6762,1299,1,2.0,7.75,507.48,0
1,0,1,0,0,0,0,140,176,273,1,3.0,3.667,30.09,0
1,0,1,0,0,0,1,72,1760,401,1,1.389,1.833,369.764,0
1,0,2,52,1,0,0,4,1103,1226,1,25.0,0.8,273.5,0
1,0,2,42,0,0,0,27,739,934,1,3.704,2.083,89.741,0
1,0,2,123,0,0,1,47,191,68,0,6.383,0.5,34.66,0
1,0.105,2,15,0,0,0,11,1160,212,1,10.0,0.889,252.9,0
1,0,2,31,0,0,1,156,844,799,1,1.0,0.727,103.29,0
1,0,1,67,0,0,1,4,407,618,0,25.0,0,113.25,0
1,0,2,46,0,0,0,65,499,400,1,3.077,0.444,51.092,0
1,0,2,33,0,0,1,173,823,514,1,1.0,3.5,90.48,0
1,0,4,14,1,0,1,15,512,250,1,6.667,0.25,132.2,0
1,0,3,142,0,0,0,80,1058,352,1,1.25,1.5,119.45,0
1,0.2,2,138,1,0,0,198,1275,851,1,1.0,1.667,161.18,0
1,0,2,32,0,0,1,70,1034,995,1,1.429,1.545,184.514,0
1,0.105,2,2,0,0,1,103,1469,377,1,1.0,9.091,61.6,0
1,0,9,26,0,0,1,51,1211,353,1,1.961,2.583,118.745,0
1,0,2,19,0,0,0,3,755,711,1,33.333,0.222,145.0,0
1,0,2,30,0,0,1,41,379,538,1,4.878,0.727,35.439,0
1,0,2,0,0,0,0,6,309,331,1,16.667,0.222,78.167,0
1,0,3,0,0,0,0,553,983,781,1,2.0,3.167,89.95,0
1,0,2,132,0,0,1,92,858,414,1,2.174,4.0,63.402,0
1,0,2,0,0,0,0,14,1342,385,1,7.143,0.182,305.571,0
1,0,2,0,0,0,1,20,874,546,1,10.0,0.545,211.15,0
1,0,2,34,0,0,0,17,543,619,1,5.882,0.7,120.235,0
1,0,2,0,0,0,0,4,102,102,1,25.0,1.0,21.25,0
1,0.2,2,0,0,0,0,7,255,275,0,14.286,0.167,35.143,0
1,0,3,0,0,0,0,57,627,405,1,1.754,0.2,78.947,0
1,0.095,2,0,0,0,0,13,467,565,1,7.692,0.917,84.154,0
1,0,2,9,0,0,1,16,460,506,1,6.25,0.364,144.312,0
1,0.25,2,0,0,0,1,132,324,515,1,1.0,0.636,45.85,0
1,0.059,2,60,0,0,0,100,377,318,1,2.0,2.5,39.89,0
1,0,3,86,0,0,0,24,392,362,1,4.167,0.429,101.5,0
1,0,1,22,1,0,1,210,1302,2909,1,2.0,4.083,263.17,0
1,0,5,146,0,0,1,32,125,202,1,3.125,1.667,34.031,0
1,0,2,31,0,0,1,14,1051,854,1,7.143,0.833,173.071,0
1,0,2,98,0,0,0,24,290,239,1,16.667,2.667,42.375,0
1,0,2,34,0,0,0,17,254,237,1,11.765,0.333,28.059,0
1,0,2,13,0,0,1,19,2092,2129,1,15.789,1.6,115.842,0
1,0,2,0,0,0,0,21,674,853,1,4.762,4.2,134.857,0
1,0,2,10,0,0,0,106,1589,1909,1,2.0,4.917,224.23,0
1,0,2,15,0,0,0,35,981,457,1,2.857,1.917,138.543,0
1,0.182,2,15,0,0,1,16,458,1019,1,6.25,0.833,64.688,0
1,0,2,21,1,0,0,81,401,253,1,1.235,0.667,39.864,0
1,0,2,0,0,0,0,19,480,435,0,5.263,0,57.158,0
1,0,1,0,0,0,1,71,1183,308,1,2.817,0.333,117.014,0
1,0,3,0,0,0,0,136,235,407,1,5.0,1.455,20.11,0
1,0,1,91,0,0,1,69,572,619,1,4.348,0.333,49.957,0
1,0,3,41,0,0,0,3,65,134,1,33.333,0.5,13.0,0
1,0,2,0,0,0,1,12,5626,566,1,8.333,0.8,1491.25,0
1,0,2,46,0,0,0,128,744,346,1,3.0,0.375,31.26,0
1,0,2,0,0,0,0,10,252,393,0,10.0,0,69.7,0
1,0,1,122,0,0,1,8,565,495,1,12.5,0.875,122.125,0
1,0,1,45,0,0,0,38,375,387,1,5.263,0.25,43.211,0
1,0,2,19,0,0,0,56,574,776,1,1.786,0.333,70.732,0
1,0,1,48,0,0,1,22,965,667,1,4.545,1.545,188.091,0
1,0,3,48,1,0,0,316,3211,1022,1,2.0,7.333,122.22,0
1,0,2,39,1,0,1,1566,59336,802,1,2.0,14.286,4192.98,0
1,0,2,11,0,0,1,10,328,539,1,10.0,0.833,90.3,0
1,0,1,6,0,0,0,12,2796,818,1,8.333,0.818,494.167,0
1,0,2,22,1,0,0,31,1217,1185,1,3.226,1.917,215.419,0
1,0,4,22,1,0,0,9,547,503,0,11.111,0.143,142.222,0
1,0,1,21,1,0,0,15,1386,1594,1,6.667,1.273,341.2,0
1,0,1,5,0,0,0,64,905,677,1,3.125,0.5,99.156,0
1,0,1,13,0,0,1,192,1489,971,1,1.0,1.5,293.69,0
1,0.2,1,18,1,0,0,25,735,707,1,8.0,1.5,84.64,0
1,0,3,56,1,0,0,68,1197,923,1,2.941,4.167,85.279,0
1,0.222,5,53,0,0,1,517,85011,41,1,3.0,50.0,5238.52,0
1,0.143,0,3,0,0,0,2,350,308,1,50.0,1.0,124.0,0
1,0,1,5,0,0,0,11,1933,517,1,9.091,1.0,302.909,0
1,0,3,101,0,0,1,124,1461,916,1,1.0,1.091,304.15,0
1,0,2,29,0,0,1,193,2002,466,1,2.0,5.333,305.98,0
1,0,2,135,0,0,0,31,176,490,1,9.677,1.3,31.645,0
1,0,2,8,0,0,1,52,616,576,1,5.769,0.375,55.577,0
1,0,4,81,0,0,1,24,873,471,1,4.167,0.429,248.292,0
1,0,2,145,1,0,1,2784,347345,4,1,4.0,50.0,29774.83,0
1,0,1,125,1,0,1,15,291,11,1,6.667,0.583,23.933,0
1,0,3,20,0,0,1,31,1243,866,1,3.226,0.727,244.645,0
1,0,2,34,0,0,0,2,227,241,1,50.0,0.667,95.0,0
1,0,1,67,0,0,1,4,408,407,0,25.0,0,41.0,0
1,0,2,110,0,0,0,74,975,933,1,1.351,1.333,141.689,0
1,0,1,133,0,0,0,26,538,938,1,3.846,1.4,88.038,0
1,0,2,1,0,0,1,51,526,82,1,1.961,0.2,51.098,0
1,0,2,0,0,0,0,28,522,354,1,3.571,0.25,124.179,0
1,0.222,2,0,0,0,0,43,1034,1356,0,4.651,0.333,83.395,0
1,0.077,2,146,0,0,1,2098,59370,575,1,2.0,12.5,2112.65,0
1,0,2,59,0,0,1,10,823,400,1,10.0,0.714,238.1,0
1,0,2,149,0,0,0,66,539,840,1,3.03,0.917,38.682,0
1,0,1,0,0,0,0,187,313,444,1,2.0,2.417,41.28,0
1,0,2,0,0,0,0,71,762,539,0,2.817,0.417,43.704,0
1,0,2,0,0,0,0,22,868,500,1,4.545,0.364,152.545,0
1,0,2,0,1,0,0,28,529,417,1,3.571,0.364,84.179,0
1,0,1,64,0,0,0,181,1192,767,1,2.0,1.0,119.42,0
1,0.125,2,62,0,0,0,28,417,311,1,3.571,0.909,98.893,0
1,0,0,0,0,0,0,83,586,576,1,1.205,1.167,102.952,0
1,0,2,150,0,0,0,17,233,204,1,5.882,2.125,47.353,0
1,0.25,2,6,0,0,0,58,727,464,1,1.724,0.333,70.707,0
1,0,2,13,0,0,0,15,395,630,1,6.667,0.9,76.8,0
1,0,2,78,0,0,0,340,419,1229,1,3.0,2.583,41.91,0
1,0.286,2,102,0,0,1,153,427,736,1,1.0,1.167,68.01,0
1,0,2,0,0,0,0,5,255,302,1,20.0,0.2,74.2,0
0,0,1,0,0,0,0,0,9,516,0,0,0,0,1
1,0,0,0,0,0,0,3,90,6152,0,66.667,0,140.333,1
0,0,1,0,0,0,0,0,6,530,0,0,0,0,1
1,0,1,0,0,0,0,2,63,4574,0,100.0,0,190.0,1
1,0,1,0,0,0,0,3,85,6152,0,66.667,0,143.667,1
1,0.444,1,0,0,0,0,1,2,198,0,100.0,0,3.0,1
1,0,0,0,0,0,0,5,79,5050,0,100.0,0,74.0,1
1,0,2,0,0,0,0,1,38,414,0,100.0,0,13.0,1
1,0,0,0,0,0,0,3,87,6180,0,100.0,0,172.333,1
0,0.391,2,0,0,0,0,1,32,207,0,100.0,0,28.0,1
1,0,0,0,0,0,0,7,85,6188,0,42.857,0,81.571,1
1,0,0,0,0,0,0,3,95,3172,0,100.0,0,86.333,1
1,0,1,0,0,0,0,2,70,6302,0,100.0,0,224.5,1
1,0,1,0,0,0,0,2,65,3127,0,100.0,0,111.5,1
1,0,4,65,0,0,0,41,507,2873,0,24.39,0,21.756,1
1,0.538,1,5,0,0,0,3,310,6889,0,33.333,0,26.0,1
1,0,0,0,0,0,0,3,64,3561,0,100.0,0,112.333,1
1,0,1,0,0,0,0,3,76,6290,0,66.667,0,170.333,1
1,0,1,0,0,0,0,7,3,39,0,71.429,0,2.0,1
1,0.125,0,0,0,0,0,5,84,4501,0,100.0,0,72.8,1
1,0,1,0,0,0,1,6,51,2413,0,16.667,0,17.5,1
1,0,1,0,0,0,0,6,91,6151,0,50.0,0,106.667,1
1,0,1,0,0,0,0,4,76,4925,0,100.0,0,120.75,1
1,0,1,0,0,0,0,2,77,6366,0,100.0,0,222.0,1
1,0.273,1,0,0,0,0,1,57,6878,0,100.0,0,57.0,1
1,0,1,0,0,0,0,2,54,4133,0,100.0,0,144.0,1
1,0,1,0,0,0,0,5,79,5972,0,40.0,0,99.8,1
0,0,1,0,0,0,0,0,163,782,0,0,0,0,1
1,0,1,0,0,0,0,1,2,311,0,100.0,0,7.0,1
1,0,2,88,0,0,0,99,235,3005,1,2.02,0.333,30.697,1
1,0,1,0,0,0,0,4,64,4448,0,100.0,0,101.5,1
1,0,1,0,0,0,0,2,78,6108,0,50.0,0,179.0,1
1,0,1,0,0,0,0,5,85,6008,0,100.0,0,110.0,1
1,0.2,2,0,0,0,0,24,128,885,0,8.333,0,10.708,1
1,0,0,0,0,0,0,2,12,2176,0,100.0,0,102.0,1
1,0.176,2,24,0,0,0,10,148,309,0,20.0,0,54.6,1
1,0,1,0,0,0,0,3,52,2904,0,66.667,0,111.0,1
0,0.25,1,0,0,0,0,1,27,203,0,100.0,0,4.0,1
1,0.111,0,0,0,0,0,4,81,6102,0,50.0,0,118.5,1
1,0,1,0,0,0,0,6,62,4034,0,50.0,0,78.0,1
1,0,1,0,0,0,0,412,131,829,0,8.0,0,13.19,1
0,0.118,1,0,0,0,0,0,16,513,0,0,0,0,1
1,0.167,1,0,0,0,0,6,177,6428,0,100.0,0,11.5,1
1,0.429,2,22,0,0,0,0,28,1361,0,0,0,0,1
1,0,3,0,0,0,0,4,162,588,0,75.0,0,41.0,1
1,0,0,0,0,0,0,2,78,6162,0,100.0,0,178.0,1
1,0,1,0,0,0,0,4,84,6104,0,100.0,0,125.5,1
1,0,1,0,0,0,0,1,74,6618,0,100.0,0,101.0,1
1,0.444,3,0,0,0,0,42,785,6193,0,14.286,0,52.476,1
1,0,0,0,0,0,0,4,84,5958,0,50.0,0,132.5,1
1,0.25,1,0,0,0,0,2,14,532,0,100.0,0,8.0,1
1,0.182,2,94,0,0,0,5,552,5509,0,40.0,0,112.8,1
1,0,1,0,0,0,0,3,78,4839,0,100.0,0,123.333,1
1,0,1,0,0,0,0,3,70,6107,0,100.0,0,163.0,1
1,0,0,0,0,0,0,2,23,2721,0,100.0,0,127.5,1
1,0.5,0,0,0,0,0,8,84,7112,1,25.0,0.273,31.375,1
0,0.5,0,0,0,0,0,0,358,2020,0,0,0,0,1
1,0,1,0,0,0,0,4,78,6195,0,75.0,0,116.0,1
1,0,0,0,0,0,0,2,80,6197,0,100.0,0,188.0,1
1,0,2,0,0,0,0,57,45,899,0,78.947,0,0.158,1
1,0.571,1,10,0,0,0,0,5,96,0,0,0,0,1
0,0.222,1,0,0,0,1,0,1119,3247,0,0,0,0,1
1,0,1,0,0,0,0,3,73,6165,0,100.0,0,136.333,1
1,0,0,0,0,0,0,3,78,6236,0,100.0,0,132.333,1
1,0,0,0,0,0,0,3,71,6029,0,100.0,0,137.667,1
1,0,1,0,0,0,0,2,68,3977,0,100.0,0,160.5,1
1,0,0,0,0,0,0,2,85,6102,0,50.0,0,182.0,1
1,0.083,1,0,0,0,0,1,11,530,0,100.0,0,7.0,1
1,0,1,0,0,0,0,5,72,6159,0,60.0,0,99.4,1
1,0.222,0,0,0,0,0,9,56,6463,0,100.0,0,6.556,1
0,0.286,1,0,0,0,0,0,36,0,0,0,0,0,1
0,0.214,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0.111,1,0,0,0,0,3,67,6113,0,33.333,0,181.667,1
1,0.273,2,0,0,0,0,45,343,1344,0,4.444,0,30.933,1
1,0,1,0,0,0,0,5,64,2988,0,80.0,0,62.2,1
1,0,1,0,0,0,0,2,58,2364,0,100.0,0,121.5,1
1,0,0,0,0,0,0,3,72,3526,0,66.667,0,99.333,1
0,0,0,0,0,0,0,0,1,94,0,0,0,0,1
1,0,1,0,0,0,0,2,61,3426,0,100.0,0,124.5,1
1,0.5,1,0,0,0,0,1,65,5124,0,100.0,0,76.0,1
1,0,1,0,0,0,0,2,58,3832,0,100.0,0,141.0,1
1,0.375,2,0,0,0,0,253,954,4781,1,5.0,3.5,84.5,1
1,0,1,0,0,0,0,2,68,6076,0,50.0,0,146.0,1
1,0,0,0,0,0,0,3,73,6133,0,100.0,0,128.667,1
1,0.375,1,0,0,0,0,1,209,6540,0,100.0,0,95.0,1
1,0,0,0,0,0,0,3,100,6170,0,100.0,0,127.667,1
1,0,1,0,0,0,0,4,80,6170,0,75.0,0,124.75,1
1,0,1,0,0,0,0,5,82,4500,0,40.0,0,98.0,1
1,0,1,0,0,0,0,4,73,6210,0,100.0,0,115.5,1
0,0.4,1,0,0,0,0,7,39,115,1,100.0,0.7,0.714,1
1,0.444,2,0,0,0,0,1,18,93,1,100.0,1.0,2.0,1
1,0.4,2,0,0,0,0,2,79,49,1,50.0,0.333,21.0,1
1,0,0,0,0,0,0,2,88,6162,0,100.0,0,161.0,1
1,0,1,0,0,0,0,3,60,4163,0,66.667,0,117.0,1
1,0.217,2,0,0,0,0,1,13,128,1,100.0,1.0,0.0,1
1,0.111,1,7,0,0,0,5,239,4861,0,100.0,0,16.2,1
1,0,0,0,0,0,0,2,72,6144,0,100.0,0,175.0,1
1,0,1,0,0,0,0,38,253,1488,1,25.263,0.625,85.868,1
1,0,1,0,0,0,0,3,70,4700,0,66.667,0,149.667,1
1,0,3,137,0,0,0,186,197,689,0,13.0,0,28.76,1
1,0.333,1,131,0,0,0,4,10,76,1,100.0,4.0,1.25,1
1,0,1,133,0,0,1,176,244,3081,0,27.0,0.6,8.99,1
1,0,0,0,0,0,0,3,85,6080,0,100.0,0,143.0,1
1,0,1,0,0,0,0,2,93,6218,0,100.0,0,198.0,1
1,0.133,2,39,0,0,0,159,1779,7455,1,3.0,1.0,291.94,1
1,0,1,0,0,0,0,3,71,6235,0,100.0,0,153.333,1
1,0,0,0,0,0,0,2,62,3496,0,100.0,0,148.5,1
1,0,0,0,0,0,0,5,61,3180,0,80.0,0,62.8,1
1,0,1,0,0,0,0,3,76,5838,0,100.0,0,157.333,1
1,0,1,0,0,0,0,2,74,6206,0,100.0,0,189.5,1
1,0.1,1,0,0,0,0,2,6,527,0,100.0,0,12.0,1
1,0,1,0,0,0,0,2,61,4065,0,50.0,0,152.0,1
1,0.167,2,114,0,0,0,7,546,5120,0,28.571,0,163.714,1
1,0,0,0,0,0,0,4,81,5668,0,100.0,0,105.25,1
1,0,0,0,0,0,0,6,76,5886,0,50.0,0,89.667,1
1,0.667,1,0,0,0,0,2,160,5608,0,50.0,0,48.5,1
1,0.4,2,0,0,0,0,1,2,28,1,100.0,1.0,1.0,1
1,0.222,1,0,0,0,0,1,5,180,0,100.0,0,17.0,1
1,0,0,0,0,0,0,2,97,6195,0,100.0,0,167.0,1
1,0,0,0,0,0,0,2,23,4508,0,100.0,0,184.5,1
1,0,0,0,0,0,0,2,93,6152,0,50.0,0,217.0,1
1,0,1,0,0,0,0,3,62,2287,0,100.0,0,81.667,1
0,0.273,1,0,0,0,0,0,1308,2407,0,0,0,0,1
1,0.4,1,0,0,0,0,7,121,7313,0,28.571,0,95.143,1
1,0,1,0,0,0,0,3,67,5061,0,66.667,0,177.333,1
